No.,Spec,feature,sub feature,sub feature,sub feature,test  describtion,,,,priority,level,coverage,testcase,,,,
,,,,,,Load Unit向LoadPipe0、LoadPipe1和LoadPipe2发来的请求信号同时有效;向LoadPipe0、LoadPipe1和LoadPipe2请求的虚地址bank部分为same_bank,"Dcache LoadPipe0、LoadPipe1和LoadPipe2根据请求在LSU的id判断冲突情况
，有冲突的请求需要重发","io_lsu_load_0_req_ready,
io_lsu_load_0_req_valid,
io_lsu_load_0_req_bits_addr,
io_lsu_load_1_req_ready,
io_lsu_load_1_req_valid,
io_lsu_load_1_req_bits_addr,
io_lsu_load_2_req_ready,
io_lsu_load_2_req_valid,
io_lsu_load_2_req_bits_addr,","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_0_req_bits_addr[5:3]=same_bank,
io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_1_req_bits_addr[5:3]=same_bank,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,
io_lsu_load_2_req_bits_addr[5:3]=same_bank,",,,,tc_dcache_load_both,,,,
,,,,,,Load Unit向LoadPipe0、LoadPipe1和LoadPipe2发来的请求信号同时有效;向LoadPipe0请求的虚地址bank部分为diff_bank0、LoadPipe1请求的虚地址bank部分为diff_bank1、LoadPipe2请求的虚地址bank部分为diff_bank2,Dcache LoadPipe0、LoadPipe1和LoadPipe2给Load Unit返回正确的信息,"io_lsu_load_0_req_ready,
io_lsu_load_0_req_valid,
io_lsu_load_0_req_bits_addr,
io_lsu_load_1_req_ready,
io_lsu_load_1_req_valid,
io_lsu_load_1_req_bits_addr,
io_lsu_load_2_req_ready,
io_lsu_load_2_req_valid,
io_lsu_load_2_req_bits_addr,","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_0_req_bits_addr[5:3]=diff_bank0,
io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_1_req_bits_addr[5:3]=diff_bank1,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,
io_lsu_load_2_req_bits_addr[5:3]=diff_bank2,",,,,tc_dcache_load_both,,,,
,,,,,,,,,,,,,,,,,
,,,请求Miss  4,,,,,,,,,,,,,,
,,,,,,"Load Unit向LoadPipe0、LoadPipe1和LoadPipe2发来的请求信号同时有效,LoadPipe0、LoadPipe1的请求未命中",Dcache MissQueue会处理LoadPipe0的请求，LoadPipe1的请求需要重发,"io_lsu_load_0_req_ready,
io_lsu_load_0_req_valid,
io_lsu_load_1_req_ready,
io_lsu_load_1_req_valid,
io_lsu_load_2_req_ready,
io_lsu_load_2_req_valid,","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,",,,,tc_dcache_load_both,,,,
,,,,,,"Load Unit向LoadPipe0、LoadPipe1和LoadPipe2发来的请求信号同时有效,LoadPipe0、LoadPipe2的请求未命中",Dcache MissQueue会处理LoadPipe0的请求，LoadPipe2的请求需要重发,"io_lsu_load_0_req_ready,
io_lsu_load_0_req_valid,
io_lsu_load_1_req_ready,
io_lsu_load_1_req_valid,
io_lsu_load_2_req_ready,
io_lsu_load_2_req_valid,","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,",,,,tc_dcache_load_both,,,,
,,,,,,"Load Unit向LoadPipe0、LoadPipe1和LoadPipe2发来的请求信号同时有效,LoadPipe1、LoadPipe2的请求未命中",Dcache MissQueue会处理LoadPipe1的请求，LoadPipe2的请求需要重发,"io_lsu_load_0_req_ready,
io_lsu_load_0_req_valid,
io_lsu_load_1_req_ready,
io_lsu_load_1_req_valid,
io_lsu_load_2_req_ready,
io_lsu_load_2_req_valid,","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,",,,,tc_dcache_load_both,,,,
,,,,,,"Load Unit向LoadPipe0、LoadPipe1和LoadPipe2发来的请求信号同时有效,LoadPipe0、LoadPipe1和LoadPipe2的请求均未命中",Dcache MissQueue会处理LoadPipe0的请求，LoadPipe1和LoadPipe2的请求需要重发,"io_lsu_load_0_req_ready,
io_lsu_load_0_req_valid,
io_lsu_load_1_req_ready,
io_lsu_load_1_req_valid,
io_lsu_load_2_req_ready,
io_lsu_load_2_req_valid,","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,",,,,tc_dcache_load_both,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,预取请求  6,,,,,,,,,,,tc_dcache_prefetch,,,,
,,,cmd,,,Dcache LoadPipe0可接受Load请求，Load Unit向LoadPipe0发来的请求信号有效，请求类型为M_PFR(读预取),Dcache给Load Unit返回正确的信息，从L2取回来的数据在Dcache的权限为B,"io_lsu_load_0_req_ready,
io_lsu_load_0_req_valid,
io_lsu_load_0_req_bits_cmd","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_0_req_bits_cmd=2，
io_lsu_load_0_req_bits_instrtype=3",,,load_req_gp,tc_dcache_prefetch,,,,
,,,,,,Dcache LoadPipe0可接受Load请求，Load Unit向LoadPipe0发来的请求信号有效，请求类型为M_PFW(读预写),Dcache给Load Unit返回正确的信息，从L2取回来的数据在Dcache的权限为T,"io_lsu_load_0_req_ready,
io_lsu_load_0_req_valid,
io_lsu_load_0_req_bits_cmd","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1,
io_lsu_load_0_req_bits_cmd=3,
io_lsu_load_0_req_bits_instrtype=3",,,load_req_gp,tc_dcache_prefetch,,,,
,,,,,,Dcache LoadPipe1可接受Load请求，Load Unit向LoadPipe1发来的请求信号有效，请求类型为M_PFR(读预取),Dcache给Load Unit返回正确的信息，从L2取回来的数据在Dcache的权限为B,"io_lsu_load_1_req_ready,
io_lsu_load_1_req_valid,
io_lsu_load_1_req_bits_cmd","io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_1_req_bits_cmd=2
io_lsu_load_1_req_bits_instrtype=3",,,load_req_gp,tc_dcache_prefetch,,,,
,,,,,,Dcache LoadPipe1可接受Load请求，Load Unit向LoadPipe1发来的请求信号有效，请求类型为M_PFW(读预写),Dcache给Load Unit返回正确的信息，从L2取回来的数据在Dcache的权限为T,"io_lsu_load_1_req_ready,
io_lsu_load_1_req_valid,
io_lsu_load_1_req_bits_cmd","io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1,
io_lsu_load_1_req_bits_cmd=3
io_lsu_load_1_req_bits_instrtype=3",,,load_req_gp,tc_dcache_prefetch,,,,
,,,,,,Dcache LoadPipe2可接受Load请求，Load Unit向LoadPipe1发来的请求信号有效，请求类型为M_PFR(读预取),Dcache给Load Unit返回正确的信息，从L2取回来的数据在Dcache的权限为B,"io_lsu_load_2_req_ready,
io_lsu_load_2_req_valid,
io_lsu_load_2_req_bits_cmd","io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,
io_lsu_load_2_req_bits_cmd=2
io_lsu_load_2_req_bits_instrtype=3",,,load_req_gp,tc_dcache_prefetch,,,,
,,,,,,Dcache LoadPipe2可接受Load请求，Load Unit向LoadPipe1发来的请求信号有效，请求类型为M_PFW(读预写),Dcache给Load Unit返回正确的信息，从L2取回来的数据在Dcache的权限为T,"io_lsu_load_2_req_ready,
io_lsu_load_2_req_valid,
io_lsu_load_2_req_bits_cmd","io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1,
io_lsu_load_2_req_bits_cmd=3,
io_lsu_load_2_req_bits_instrtype=3",,,load_req_gp,tc_dcache_prefetch,,,,
,,,预取标记,,,,,,,,,,,,,,
,,,,,,load0请求命中预取的地址,清除预取标记,"io_lsu_load_0_req_ready,
io_lsu_load_0_req_valid,
s0_way_wen_*_0,","io_lsu_load_0_req_ready=1,
io_lsu_load_0_req_valid=1
s0_way_wen_*_0=1",,,load_inner_gp,tc_dcache_load,,,,
,,,,,,load1请求命中预取的地址,清除预取标记,"io_lsu_load_1_req_ready,
io_lsu_load_1_req_valid,
s0_way_wen_*_1,","io_lsu_load_1_req_ready=1,
io_lsu_load_1_req_valid=1
s0_way_wen_*_1=1,",,,load_inner_gp,tc_dcache_load,,,,
,,,,,,load2请求命中预取的地址,清除预取标记,"io_lsu_load_2_req_ready,
io_lsu_load_2_req_valid,
s0_way_wen_*_2,","io_lsu_load_2_req_ready=1,
io_lsu_load_2_req_valid=1
s0_way_wen_*_2=1,",,,load_inner_gp,tc_dcache_load,,,,
,,,,,,请求发生miss，进行回填,更新预取标记（可能是 L1_HW_PREFETCH_NULL 或其他预取源）,"s3_req_miss,
s0_way_wen_*_3,","s3_req_miss=1，
s0_way_wen_*_3=1,",,,load_inner_gp,tc_dcache_load,,,,
,,,,,,,,,,,,,,,,,
2,STORE请求  8,,,,,,,,,,,,tc_dcache_store,,,,
,,握手valid/ready,,,,,,,,,,,,,,,
,,,,,,Dcache可接受Store请求，Store Buffer向Dcache发来的请求信号有效,Dcache给Store Buffer返回正确的信息,"io_lsu_store_req_ready,
io_lsu_store_req_valid,","io_lsu_store_req_ready=1,
io_lsu_store_req_valid=1,",,,store_req_gp,tc_dcache_store,,,,
,,,,,,Dcache可接受Store请求，Store Buffer向Dcache发来的请求信号无效,Dcache不会给Store Buffer返回正确的信息,"io_lsu_store_req_ready,
io_lsu_store_req_valid,","io_lsu_store_req_ready=1,
io_lsu_store_req_valid=0,",,,store_req_gp,tc_dcache_store,,,,
,,,,,,Dcache不可接受Store请求，Store Buffer向Dcache发来的请求信号有效,Dcache不会给Store Buffer返回正确的信息,"io_lsu_store_req_ready,
io_lsu_store_req_valid,","io_lsu_store_req_ready=0,
io_lsu_store_req_valid=1,",,,store_req_gp,tc_dcache_store,,,,
,,,,,,Dcache不可接受Store请求，Store Buffer向Dcache发来的请求信号无效,Dcache不会给Store Buffer返回正确的信息,"io_lsu_store_req_ready,
io_lsu_store_req_valid,","io_lsu_store_req_ready=0,
io_lsu_store_req_valid=0,",,,store_req_gp,tc_dcache_store,,,,
,,,,,,,,,,,,,,,,,
,,虚地址范围,,,,,,,,,,,,,,,
,,,,,,Store Buffer向Dcache发来的请求信号有效，请求虚地址(set部分)为min_addr,Dcache给Store Buffer返回正确的信息,"io_lsu_store_req_ready,
io_lsu_store_req_valid,
io_lsu_store_req_bits_vaddr,","io_lsu_store_req_ready=1,
io_lsu_store_req_valid=1,
io_lsu_store_req_bits_vaddr=min_addr,",,,store_req_gp,tc_dcache_store,,,,
,,,,,,Store Buffer向Dcache发来的请求信号有效，请求虚地址(set部分)为max_addr,Dcache给Store Buffer返回正确的信息,"io_lsu_store_req_ready,
io_lsu_store_req_valid,
io_lsu_store_req_bits_vaddr,","io_lsu_store_req_ready=1,
io_lsu_store_req_valid=1,
io_lsu_store_req_bits_vaddr=max_addr,",,,store_req_gp,tc_dcache_store,,,,
,,,,,,Store Buffer向Dcache发来的请求信号有效，请求虚地址为(set部分)rand_addr,Dcache给Store Buffer返回正确的信息,"io_lsu_store_req_ready,
io_lsu_store_req_valid,
io_lsu_store_req_bits_vaddr,","io_lsu_store_req_ready=1,
io_lsu_store_req_valid=1,
io_lsu_store_req_bits_vaddr=rand_addr,",,,store_req_gp,tc_dcache_store,,,,
,,,,,,,,,,,,,,,,,
,,请求Miss,,,,,,,,,,,,,,,
,,,,,,Store Buffer向Dcache发来的请求信号有效，请求未命中,Dcache收到Miss的数据块后与Store Buffer发来的数据块合并后写入data array，并给Store Buffer返回有效信息,"io_lsu_store_req_ready,
io_lsu_store_req_valid,","io_lsu_store_req_ready=1,
io_lsu_store_req_valid=1,",,,store_req_gp,tc_dcache_store,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
3,原子请求 23,,,,,,,,,,,,tc_dcache_atomics_amo,tc_dcache_atomics_lrsc,tc_dcache_miss_invalid_resv_set,,
,,握手valid/ready  4,,,,,,,,,,,,,,,
,,,,,,Dcache可接受原子请求，原子模块向Dcache发来的请求信号有效,Dcache给原子模块返回正确的信息,"io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,",,,atomics_req_gp,,,,,
,,,,,,Dcache可接受原子请求，原子模块向Dcache发来的请求信号无效,Dcache不会给原子模块返回正确的信息,"io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=0,",,,atomics_req_gp,,,,,
,,,,,,Dcache不可接受原子请求，原子模块向Dcache发来的请求信号有效,Dcache不会给原子模块返回正确的信息,"io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,","io_lsu_atomics_req_ready=0,
io_lsu_atomics_req_valid=1,",,,atomics_req_gp,,,,,
,,,,,,Dcache不可接受原子请求，原子模块向Dcache发来的请求信号无效,Dcache不会给原子模块返回正确的信息,"io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,","io_lsu_atomics_req_ready=0,
io_lsu_atomics_req_valid=0,",,,atomics_req_gp,,,,,
,,,,,,,,,,,,,,,,,
,,虚地址范围  3,,,,,,,,,,,,,,,
,,,,,,原子模块向Dcache发来的请求信号有效，请求虚地址为min_addr,Dcache给原子模块返回正确的信息,"io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,
io_lsu_atomics_req_bits_vaddr,","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,
io_lsu_atomics_req_bits_vaddr=min_addr,",,,atomics_req_gp,,,,,
,,,,,,原子模块向Dcache发来的请求信号有效，请求虚地址为max_addr,Dcache给原子模块返回正确的信息,"io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,
io_lsu_atomics_req_bits_vaddr,","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,
io_lsu_atomics_req_bits_vaddr=max_addr,",,,atomics_req_gp,,,,,
,,,,,,原子模块向Dcache发来的请求信号有效，请求虚地址为rand_addr,Dcache给原子模块返回正确的信息,"io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,
io_lsu_atomics_req_bits_vaddr,","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,
io_lsu_atomics_req_bits_vaddr=rand_addr,",,,atomics_req_gp,,,,,
,,,,,,,,,,,,,,,,,
,,请求Miss 1,,,,,,,,,,,,,,,
,,,,,,原子模块向Dcache发来的请求信号有效，请求未命中,Dcache收到Miss的数据块并进行指令运算后写入data array，并给原子模块返回有效信息,"io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,",,,atomics_req_gp,tc_dcache_atomics_amo,,,,
,,,,,,,,,,,,,,,,,
,,AMO指令  12,,,,,,,,,,,,,,,
,,,AMO_SWAP,,,,,,,,,,,,,,
,,,,,,原子模块向Dcache发来的请求信号有效，AMO指令子类型为SWAP,Dcache读取data array相应地址的数据并进行指令运算后，将结果写回data array，并给原子模块返回正确的信息,"io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,
io_lsu_atomics_req_bits_cmd,","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,
io_lsu_atomics_req_bits_cmd=M_XA_SWAP,",,,atomics_req_gp,tc_dcache_atomisc_amo,,,,
,,,AMO_ADD,,,,,,,,,,,,,,
,,,,,,原子模块向Dcache发来的请求信号有效，AMO指令子类型为ADD,Dcache读取data array相应地址的数据并进行指令运算后，将结果写回data array，并给原子模块返回正确的信息,"io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,
io_lsu_atomics_req_bits_cmd,","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,
io_lsu_atomics_req_bits_cmd=M_XA_ADD,",,,atomics_req_gp,tc_dcache_atomisc_amo,,,,
,,,AMO_XOR,,,,,,,,,,,,,,
,,,,,,原子模块向Dcache发来的请求信号有效，AMO指令子类型为XOR,Dcache读取data array相应地址的数据并进行指令运算后，将结果写回data array，并给原子模块返回正确的信息,"io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,
io_lsu_atomics_req_bits_cmd,","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,
io_lsu_atomics_req_bits_cmd=M_XA_XOR,",,,atomics_req_gp,tc_dcache_atomisc_amo,,,,
,,,AMO_OR,,,,,,,,,,,,,,
,,,,,,原子模块向Dcache发来的请求信号有效，AMO指令子类型为OR,Dcache读取data array相应地址的数据并进行指令运算后，将结果写回data array，并给原子模块返回正确的信息,"io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,
io_lsu_atomics_req_bits_cmd,","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,
io_lsu_atomics_req_bits_cmd=M_XA_OR,",,,atomics_req_gp,tc_dcache_atomisc_amo,,,,
,,,AMO_AND,,,,,,,,,,,,,,
,,,,,,原子模块向Dcache发来的请求信号有效，AMO指令子类型为AND,Dcache读取data array相应地址的数据并进行指令运算后，将结果写回data array，并给原子模块返回正确的信息,"io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,
io_lsu_atomics_req_bits_cmd,","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,
io_lsu_atomics_req_bits_cmd=M_XA_AND,",,,atomics_req_gp,tc_dcache_atomisc_amo,,,,
,,,AMO_MIN,,,,,,,,,,,,,,
,,,,,,原子模块向Dcache发来的请求信号有效，AMO指令子类型为MIN,Dcache读取data array相应地址的数据并进行指令运算后，将结果写回data array，并给原子模块返回正确的信息,"io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,
io_lsu_atomics_req_bits_cmd,","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,
io_lsu_atomics_req_bits_cmd=M_XA_MIN,",,,atomics_req_gp,tc_dcache_atomisc_amo,,,,
,,,AMO_MAX,,,,,,,,,,,,,,
,,,,,,原子模块向Dcache发来的请求信号有效，AMO指令子类型为MAX,Dcache读取data array相应地址的数据并进行指令运算后，将结果写回data array，并给原子模块返回正确的信息,"io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,
io_lsu_atomics_req_bits_cmd,","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,
io_lsu_atomics_req_bits_cmd=M_XA_MAX,",,,atomics_req_gp,tc_dcache_atomisc_amo,,,,
,,,AMO_MINU,,,,,,,,,,,,,,
,,,,,,原子模块向Dcache发来的请求信号有效，AMO指令子类型为MINU,Dcache读取data array相应地址的数据并进行指令运算后，将结果写回data array，并给原子模块返回正确的信息,"io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,
io_lsu_atomics_req_bits_cmd,","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,
io_lsu_atomics_req_bits_cmd=M_XA_MINU,",,,atomics_req_gp,tc_dcache_atomisc_amo,,,,
,,,AMO_MAXU,,,,,,,,,,,,,,
,,,,,,原子模块向Dcache发来的请求信号有效，AMO指令子类型为MAXU,Dcache读取data array相应地址的数据并进行指令运算后，将结果写回data array，并给原子模块返回正确的信息,"io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,
io_lsu_atomics_req_bits_cmd,","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,
io_lsu_atomics_req_bits_cmd=M_XA_MAXU,",,,atomics_req_gp,tc_dcache_atomisc_amo,,,,
,,,AMO_CASW,,,,,,,,,,,,,,
,,,,,,原子模块向Dcache发来的请求信号有效，AMO指令子类型为CASW,Dcache读取data array相应地址的数据并进行指令运算后，将结果写回data array，并给原子模块返回正确的信息,"io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,
io_lsu_atomics_req_bits_cmd,","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,
io_lsu_atomics_req_bits_cmd=M_XA_CASW,",,,atomics_req_gp,tc_dcache_atomisc_amo,,,,
,,,AMO_CASD,,,,,,,,,,,,,,
,,,,,,原子模块向Dcache发来的请求信号有效，AMO指令子类型为CASD,Dcache读取data array相应地址的数据并进行指令运算后，将结果写回data array，并给原子模块返回正确的信息,"io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,
io_lsu_atomics_req_bits_cmd,","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,
io_lsu_atomics_req_bits_cmd=M_XA_CASD,",,,atomics_req_gp,tc_dcache_atomisc_amo,,,,
,,,AMO_CASQ,,,,,,,,,,,,,,
,,,,,,原子模块向Dcache发来的请求信号有效，AMO指令子类型为CASQ,Dcache读取data array相应地址的数据并进行指令运算后，将结果写回data array，并给原子模块返回正确的信息,"io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,
io_lsu_atomics_req_bits_cmd,","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,
io_lsu_atomics_req_bits_cmd=M_XA_CASQ,",,,atomics_req_gp,tc_dcache_atomisc_amo,,,,
,,LR/SC指令 3,,,,,,,,,,,,,,,
,,,,,,"原子模块首先向Dcache发送的LR指令请求，请求虚地址为addr0;然后原子模块再向Dcache发送SC指令,请求虚地址为addr0","Dcache接收LR指令后给原子模块返回addr0的数据,并且SC指令能成功往addr0写入相应的数据","io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,
io_lsu_atomics_req_bits_vaddr,","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,
io_lsu_atomics_req_bits_vaddr=addr0,",,,atomics_req_gp,tc_dcache_atomics_lrsc,,,,
,,,,,,"原子模块首先向Dcache发送的LR指令请求，请求虚地址为addr0;然后原子模块再向Dcache发送SC指令,请求虚地址为addr1;addr0!=addr1","Dcache接收LR指令后给原子模块返回addr0的数据,但是SC指令不能往addr1写入数据","io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,
io_lsu_atomics_req_bits_vaddr,","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,
io_lsu_atomics_req_bits_vaddr=addr0/addr1(addr0!=addr1),",,,atomics_req_gp,tc_dcache_atomics_lrsc,,,,
,,,,,,原子模块先向Dcache发送LR指令请求，请求虚地址为addr0;中间收到其他请求替换了该地址，然后原子模块再向Dcache发送SC指令，请求虚地址为addr0,"Dcache接收LR指令后给原子模块返回addr0的数据,其他请求替换了addr0，SC指令不能往addr0写入数据","io_lsu_atomics_req_ready,
io_lsu_atomics_req_valid,
io_lsu_atomics_req_bits_vaddr,","io_lsu_atomics_req_ready=1,
io_lsu_atomics_req_valid=1,
io_lsu_atomics_req_bits_vaddr=addr0,",,,replace_gp,tc_dcache_miss_invalid_resv_set,,,,
,,,,,,,,,,,,,,,,,
4,Probe请求 18,,,,,,,,,,,,tc_dcache_probe,tc_dcache_ld_st_pb,tc_dcache_amo_pb,,
,,握手信号valid/ready,,,,,,,,,,,,,,,
,,,,,,L2 Cache向DCache发出的probe请求有效;ProbeQueue有空项,握手成功，ProbeQueue为该probe请求分配probeEntry,"io_probe_block,
auto_client_out_b_valid,
auto_client_out_b_ready,
io_mem_probe_ready,
io_mem_probe_valid","io_probe_block=0,
auto_client_out_b_valid=1,
auto_client_out_b_ready=1,
io_mem_probe_valid=1，
io_mem_probe_ready=1,",,,tlcb_gp,tc_dcache_probe,,,,
,,,,,,L2 Cache向DCache发出的probe请求有效;ProbeQueue无空项,握手失败，ProbeQueue不为该probe请求分配probeEntry,"io_probe_block,
auto_client_out_b_valid,
auto_client_out_b_ready,
io_mem_probe_ready,
io_mem_probe_valid","io_probe_block=0,
auto_client_out_b_valid=1,
auto_client_out_b_ready=0,
io_mem_probe_valid=1，
io_mem_probe_ready=0,",,,tlcb_gp,tc_dcache_probe,,,,
,,,,,,L2 Cache向DCache发出的probe请求无效;ProbeQueue有空项,握手失败，ProbeQueue不为该probe请求分配probeEntry,"io_probe_block,
auto_client_out_b_valid,
auto_client_out_b_ready,
io_mem_probe_ready,
io_mem_probe_valid","io_probe_block=0,
auto_client_out_b_valid=0,
auto_client_out_b_ready=1,
io_mem_probe_valid=0，
io_mem_probe_ready=1,",,,tlcb_gp,tc_dcache_probe,,,,
,,,,,,L2 Cache向DCache发出的probe请求无效;ProbeQueue无空项,握手失败，ProbeQueue不为该probe请求分配probeEntry,"io_probe_block,
auto_client_out_b_valid,
auto_client_out_b_ready,
io_mem_probe_ready,
io_mem_probe_valid","io_probe_block=0,
auto_client_out_b_valid=0,
auto_client_out_b_ready=0,
io_mem_probe_valid=0，
io_mem_probe_ready=0,",,,tlcb_gp,tc_dcache_probe,,,,
,,Param,,,,,,,,,,,,,,,
,,,,,,"握手成功,L2 Cache发送的probe请求中param是Cap:toN(0)，","ProbeQueue为该probe请求分配probeEntry,entries的param值为2'h0","auto_client_out_b_ready,
io_mem_probe_valid,
io_mem_probe_bits_param,
alloc_idx,
entries_(alloc_idx):req_param
","auto_client_out_b_ready=1,
io_mem_probe_valid=1,
io_mem_probe_bits_param=2'h0,
alloc_idx=3'h0-3h7,
entries_(alloc_idx):req_param=2'h0",,,tlcb_gp,tc_dcache_probe,,,,
